run_id,emissions,cpu_power,ram_power,energy_consumed
62a7c1c4-9d00-4137-a656-c308686d7446,3.67e-09,14.0,6.0,1.41e-08
46a725fb-9801-4970-af02-42bace5ef53d,3.657433935668733e-09,14.0,6.0,1.4004839791191951e-08
1d41f626-7ed1-4b0f-b058-d23d6af4a4f5,3.250398997465768e-09,14.0,6.0,1.2446244557698569e-08
2f3d5301-fa78-49f8-8277-c0af6e38d7a8,3.861314612627029e-09,14.0,6.0,1.47855281829834e-08
a235d5ef-7425-4eb7-9564-d3e9ccc4d182,3.4819872452153092e-09,14.0,6.0,1.3333029217190211e-08
